ID,Prob1
292, 0.19
293, 0.49
294, 0.34
295, 0.36
296, 0.21
297, 0.37
298, 0.58
299, 0.60
300, 0.34
301, 0.11
302, 0.51
303, 0.34
304, 0.28
305, 0.61
306, 0.20
307, 0.35
308, 0.35
309, 0.21
310, 0.66
311, 0.38
312, 0.30
313, 0.47
314, 0.73
315, 0.21
316, 0.30
317, 0.26
318, 0.26
319, 0.57
320, 0.24
321, 0.40
322, 0.45
323, 0.20
324, 0.35
325, 0.27
326, 0.22
327, 0.28
328, 0.36
329, 0.66
330, 0.21
331, 0.13
332, 0.44
333, 0.21
334, 0.19
335, 0.31
336, 0.22
337, 0.26
338, 0.63
339, 0.21
340, 0.70
341, 0.47
342, 0.36
343, 0.76
344, 0.32
345, 0.08
346, 0.25
347, 0.30
348, 0.23
349, 0.24
350, 0.26
351, 0.29
352, 0.20
353, 0.53
354, 0.45
355, 0.35
356, 0.22
357, 0.24
358, 0.36
359, 0.32
360, 0.26
361, 0.49
362, 0.33
363, 0.23
364, 0.27
365, 0.53
366, 0.27
367, 0.19
368, 0.37
369, 0.46
370, 0.21
371, 0.27
372, 0.26
373, 0.44
374, 0.22
375, 0.25
376, 0.20
377, 0.23
378, 0.27
379, 0.26
380, 0.50
381, 0.35
382, 0.25
383, 0.39
384, 0.58
385, 0.49
386, 0.20
387, 0.38
388, 0.24
389, 0.28
390, 0.44
391, 0.36
392, 0.29
393, 0.21
394, 0.42
395, 0.64
396, 0.39
397, 0.35
398, 0.28
399, 0.24
400, 0.28
401, 0.58
402, 0.70
403, 0.22
404, 0.30
405, 0.28
406, 0.58
407, 0.20
408, 0.31
409, 0.50
410, 0.22
411, 0.52
412, 0.35
413, 0.26
414, 0.34
415, 0.27
416, 0.27
417, 0.20
418, 0.27
419, 0.30
420, 0.30
421, 0.36
422, 0.22
423, 0.48
424, 0.32
425, 0.47
426, 0.09
427, 0.22
428, 0.41
429, 0.39
430, 0.62
431, 0.21
432, 0.46
433, 0.21
434, 0.24
435, 0.29
436, 0.29
437, 0.47
438, 0.43
439, 0.20
440, 0.39
441, 0.28
442, 0.27
443, 0.43
444, 0.62
445, 0.36
446, 0.45
447, 0.44
448, 0.22
449, 0.29
450, 0.34
451, 0.28
452, 0.44
453, 0.31
454, 0.26
455, 0.54
456, 0.29
457, 0.61
458, 0.32
459, 0.52
460, 0.23
461, 0.31
462, 0.43
463, 0.46
464, 0.40
465, 0.40
466, 0.23
467, 0.69
468, 0.27
469, 0.27
470, 0.19
471, 0.21
472, 0.12
473, 0.20
474, 0.25
475, 0.68
476, 0.34
477, 0.28
478, 0.53
479, 0.66
480, 0.21
481, 0.51
482, 0.29
483, 0.24
484, 0.35
485, 0.51
486, 0.31
487, 0.28
488, 0.45
489, 0.22
490, 0.22
491, 0.34
492, 0.42
493, 0.36
494, 0.24
495, 0.39
496, 0.40
497, 0.38
498, 0.32
499, 0.26
500, 0.68
501, 0.32
502, 0.22
503, 0.41
504, 0.20
505, 0.27
506, 0.20
507, 0.45
508, 0.25
509, 0.36
510, 0.30
511, 0.55
512, 0.57
513, 0.20
514, 0.59
515, 0.24
516, 0.66
517, 0.22
518, 0.11
519, 0.31
520, 0.29
521, 0.60
522, 0.48
523, 0.38
524, 0.19
525, 0.33
526, 0.09
527, 0.30
528, 0.50
529, 0.48
530, 0.72
531, 0.35
532, 0.20
533, 0.72
534, 0.36
535, 0.28
536, 0.66
537, 0.28
538, 0.41
539, 0.22
540, 0.41
541, 0.20
542, 0.24
543, 0.63
544, 0.51
545, 0.26
546, 0.41
547, 0.28
548, 0.29
549, 0.25
550, 0.29
551, 0.54
552, 0.46
553, 0.74
554, 0.24
555, 0.23
556, 0.49
557, 0.59
558, 0.35
559, 0.34
560, 0.73
561, 0.64
562, 0.53
563, 0.55
564, 0.24
565, 0.36
566, 0.21
567, 0.36
568, 0.34
569, 0.39
570, 0.65
571, 0.34
572, 0.26
573, 0.50
574, 0.39
575, 0.30
576, 0.24
577, 0.32
578, 0.24
579, 0.20
580, 0.21
581, 0.26
582, 0.27
583, 0.39
584, 0.42
585, 0.49
586, 0.23
587, 0.58
588, 0.76
589, 0.20
590, 0.75
591, 0.44
592, 0.23
593, 0.46
594, 0.36
595, 0.44
596, 0.64
597, 0.29
598, 0.28
599, 0.20
600, 0.35
601, 0.41
602, 0.62
603, 0.24
604, 0.19
605, 0.50
606, 0.31
607, 0.20
608, 0.25
609, 0.34
610, 0.49
611, 0.48
612, 0.25
613, 0.32
614, 0.50
615, 0.22
616, 0.33
617, 0.19
618, 0.55
619, 0.16
620, 0.21
621, 0.09
622, 0.58
623, 0.62
624, 0.26
625, 0.19
626, 0.20
627, 0.24
628, 0.30
629, 0.22
630, 0.28
631, 0.30
632, 0.32
633, 0.20
634, 0.36
635, 0.08
636, 0.20
637, 0.39
638, 0.24
639, 0.22
640, 0.20
641, 0.24
642, 0.21
643, 0.21
644, 0.60
645, 0.51
646, 0.23
647, 0.27
648, 0.32
649, 0.09
650, 0.20
651, 0.49
652, 0.49
653, 0.49
654, 0.29
655, 0.77
656, 0.37
657, 0.45
658, 0.10
659, 0.44
660, 0.31
661, 0.33
662, 0.54
663, 0.20
664, 0.19
665, 0.50
666, 0.54
667, 0.33
668, 0.21
669, 0.27
670, 0.27
671, 0.27
672, 0.38
673, 0.63
674, 0.78
675, 0.22
676, 0.23
677, 0.45
678, 0.44
679, 0.41
680, 0.55
681, 0.34
682, 0.45
683, 0.23
684, 0.48
685, 0.67
686, 0.25
687, 0.19
688, 0.30
689, 0.52
690, 0.21
691, 0.29
692, 0.25
693, 0.28
694, 0.37
695, 0.52
696, 0.14
697, 0.22
698, 0.59
699, 0.30
700, 0.22
701, 0.45
702, 0.28
703, 0.38
704, 0.34
705, 0.22
706, 0.22
707, 0.40
708, 0.39
709, 0.57
710, 0.60
711, 0.66
712, 0.38
713, 0.20
714, 0.28
715, 0.24
716, 0.45
717, 0.32
718, 0.27
719, 0.40
720, 0.61
721, 0.79
722, 0.32
723, 0.29
724, 0.25
725, 0.56
726, 0.35
727, 0.19
728, 0.35
729, 0.13
730, 0.24
731, 0.40
732, 0.45
733, 0.22
734, 0.21
735, 0.26
736, 0.35
737, 0.49
738, 0.35
739, 0.30
740, 0.20
741, 0.20
742, 0.66
743, 0.32
744, 0.22
745, 0.24
746, 0.28
747, 0.39
748, 0.27
749, 0.66
750, 0.64
751, 0.32
752, 0.48
753, 0.67
754, 0.19
755, 0.44
756, 0.60
757, 0.45
758, 0.35
759, 0.44
760, 0.28
761, 0.28
762, 0.28
763, 0.26
764, 0.31
765, 0.37
766, 0.12
767, 0.13
768, 0.33
769, 0.65
770, 0.34
771, 0.33
772, 0.33
773, 0.20
774, 0.65
775, 0.81
776, 0.26
777, 0.30
778, 0.22
779, 0.63
780, 0.53
781, 0.48
782, 0.37
783, 0.51
784, 0.66
785, 0.36
786, 0.22
787, 0.31
788, 0.09
789, 0.50
790, 0.64
791, 0.59
792, 0.56
793, 0.29
794, 0.28
795, 0.20
796, 0.19
797, 0.39
798, 0.57
799, 0.10
800, 0.25
801, 0.20
802, 0.11
803, 0.35
804, 0.64
805, 0.23
806, 0.62
807, 0.26
808, 0.20
809, 0.49
810, 0.37
811, 0.43
812, 0.30
813, 0.21
814, 0.33
815, 0.21
816, 0.33
817, 0.33
818, 0.30
819, 0.40
820, 0.25
821, 0.49
822, 0.20
823, 0.34
824, 0.25
825, 0.30
826, 0.38
827, 0.35
828, 0.73
829, 0.26
830, 0.57
831, 0.29
832, 0.35
833, 0.23
834, 0.28
835, 0.22
836, 0.19
837, 0.58
838, 0.20
839, 0.07
840, 0.28
841, 0.28
842, 0.63
843, 0.14
844, 0.27
845, 0.21
846, 0.20
847, 0.30
848, 0.59
849, 0.21
850, 0.20
851, 0.22
852, 0.38
853, 0.41
854, 0.24
855, 0.35
856, 0.20
857, 0.29
858, 0.48
859, 0.26
860, 0.35
861, 0.21
862, 0.30
863, 0.20
864, 0.22
865, 0.21
866, 0.30
867, 0.62
868, 0.30
869, 0.28
870, 0.31
871, 0.23
872, 0.22
873, 0.08
874, 0.31
875, 0.54
876, 0.26
877, 0.34
878, 0.55
879, 0.34
880, 0.26
881, 0.62
882, 0.39
883, 0.30
884, 0.12
885, 0.29
886, 0.24
887, 0.38
888, 0.24
889, 0.27
890, 0.25
891, 0.21
892, 0.37
893, 0.20
894, 0.25
895, 0.47
896, 0.30
897, 0.22
898, 0.22
899, 0.22
900, 0.20
901, 0.43
902, 0.25
903, 0.27
904, 0.23
905, 0.25
906, 0.24
907, 0.49
908, 0.35
909, 0.24
910, 0.72
911, 0.20
912, 0.31
913, 0.49
914, 0.24
915, 0.23
916, 0.41
917, 0.28
918, 0.36
919, 0.30
920, 0.26
921, 0.24
922, 0.49
923, 0.36
924, 0.32
925, 0.30
926, 0.65
927, 0.62
928, 0.34
929, 0.56
930, 0.43
931, 0.39
932, 0.22
933, 0.32
934, 0.28
935, 0.28
936, 0.19
937, 0.48
938, 0.24
939, 0.33
940, 0.59
941, 0.28
942, 0.23
943, 0.51
944, 0.48
945, 0.29
946, 0.15
947, 0.65
948, 0.43
949, 0.17
950, 0.60
951, 0.47
952, 0.27
953, 0.27
954, 0.42
955, 0.45
956, 0.38
957, 0.52
958, 0.20
959, 0.38
960, 0.22
961, 0.51
962, 0.20
963, 0.17
964, 0.42
965, 0.31
966, 0.31
967, 0.27
968, 0.69
969, 0.35
970, 0.20
971, 0.27
972, 0.31
973, 0.46
974, 0.23
975, 0.45
976, 0.19
977, 0.28
978, 0.23
979, 0.37
980, 0.62
981, 0.26
982, 0.37
983, 0.20
984, 0.13
985, 0.23
986, 0.54
987, 0.25
988, 0.36
989, 0.35
990, 0.42
991, 0.23
992, 0.36
993, 0.61
994, 0.20
995, 0.37
996, 0.52
997, 0.68
998, 0.32
999, 0.28
1000, 0.39
1001, 0.25
1002, 0.36
1003, 0.45
1004, 0.24
1005, 0.54
1006, 0.41
1007, 0.31
1008, 0.13
1009, 0.49
1010, 0.23
1011, 0.27
1012, 0.41
1013, 0.37
1014, 0.29
1015, 0.38
1016, 0.51
1017, 0.26
1018, 0.23
1019, 0.21
1020, 0.46
1021, 0.27
1022, 0.66
1023, 0.27
1024, 0.21
1025, 0.25
1026, 0.25
1027, 0.23
1028, 0.47
1029, 0.31
1030, 0.29
1031, 0.64
1032, 0.45
1033, 0.26
1034, 0.50
1035, 0.28
1036, 0.27
1037, 0.46
1038, 0.34
1039, 0.38
1040, 0.55
1041, 0.32
1042, 0.31
1043, 0.40
1044, 0.30
1045, 0.14
1046, 0.20
1047, 0.29
1048, 0.24
1049, 0.26
1050, 0.26
1051, 0.40
1052, 0.29
1053, 0.37
1054, 0.29
1055, 0.69
1056, 0.20
1057, 0.22
1058, 0.41
1059, 0.34
1060, 0.63
1061, 0.30
1062, 0.22
1063, 0.44
1064, 0.34
1065, 0.18
1066, 0.43
1067, 0.25
1068, 0.42
1069, 0.30
1070, 0.67
1071, 0.30
1072, 0.61
1073, 0.57
1074, 0.27
1075, 0.21
1076, 0.38
1077, 0.63
1078, 0.30
1079, 0.08
1080, 0.22
1081, 0.47
1082, 0.61
1083, 0.71
1084, 0.15
1085, 0.32
1086, 0.57
1087, 0.45
1088, 0.19
1089, 0.48
1090, 0.59
1091, 0.41
1092, 0.51
1093, 0.44
1094, 0.37
1095, 0.29
1096, 0.73
1097, 0.20
1098, 0.19
1099, 0.28
1100, 0.39
1101, 0.30
1102, 0.31
1103, 0.23
1104, 0.52
1105, 0.49
1106, 0.31
1107, 0.28
1108, 0.27
1109, 0.44
1110, 0.24
1111, 0.32
1112, 0.14
1113, 0.24
1114, 0.56
1115, 0.22
1116, 0.50
1117, 0.20
1118, 0.43
1119, 0.23
1120, 0.34
1121, 0.22
1122, 0.10
1123, 0.26
1124, 0.27
1125, 0.72
1126, 0.20
1127, 0.25
1128, 0.35
1129, 0.40
1130, 0.48
1131, 0.38
1132, 0.19
1133, 0.27
1134, 0.33
1135, 0.45
1136, 0.24
1137, 0.62
1138, 0.28
1139, 0.26
1140, 0.39
1141, 0.49
1142, 0.39
1143, 0.53
1144, 0.10
1145, 0.29
1146, 0.32
1147, 0.38
1148, 0.25
1149, 0.30
1150, 0.63
1151, 0.41
1152, 0.25
1153, 0.23
1154, 0.61
1155, 0.41
1156, 0.47
1157, 0.45
1158, 0.15
1159, 0.26
1160, 0.30
1161, 0.47
1162, 0.30
1163, 0.31
1164, 0.22
1165, 0.26
1166, 0.56
1167, 0.23
1168, 0.43
1169, 0.23
1170, 0.24
1171, 0.42
1172, 0.68
1173, 0.40
1174, 0.22
1175, 0.36
1176, 0.52
1177, 0.20
1178, 0.22
1179, 0.22
1180, 0.61
1181, 0.23
1182, 0.22
1183, 0.81
1184, 0.39
1185, 0.19
1186, 0.22
1187, 0.26
1188, 0.36
1189, 0.23
1190, 0.33
1191, 0.21
1192, 0.31
1193, 0.24
1194, 0.29
1195, 0.34
1196, 0.27
1197, 0.43
1198, 0.36
1199, 0.37
1200, 0.28
1201, 0.61
1202, 0.27
1203, 0.23
1204, 0.47
1205, 0.15
1206, 0.28
1207, 0.36
1208, 0.21
1209, 0.35
1210, 0.21
1211, 0.46
1212, 0.22
1213, 0.22
1214, 0.35
1215, 0.36
1216, 0.32
1217, 0.20
1218, 0.24
1219, 0.23
1220, 0.26
1221, 0.30
1222, 0.28
1223, 0.34
1224, 0.24
1225, 0.28
1226, 0.22
1227, 0.58
1228, 0.56
1229, 0.40
1230, 0.20
1231, 0.63
1232, 0.09
1233, 0.26
1234, 0.31
1235, 0.21
1236, 0.32
1237, 0.52
1238, 0.32
1239, 0.63
1240, 0.29
1241, 0.43
1242, 0.78
1243, 0.38
1244, 0.28
1245, 0.23
1246, 0.19
1247, 0.36
1248, 0.33
1249, 0.60
1250, 0.49
1251, 0.63
1252, 0.11
1253, 0.09
1254, 0.49
1255, 0.32
1256, 0.30
1257, 0.25
1258, 0.45
1259, 0.41
1260, 0.34
1261, 0.77
1262, 0.50
1263, 0.58
1264, 0.21
1265, 0.20
1266, 0.26
1267, 0.43
1268, 0.74
1269, 0.23
1270, 0.38
1271, 0.37
1272, 0.52
1273, 0.27
1274, 0.35
1275, 0.45
1276, 0.40
1277, 0.36
1278, 0.62
1279, 0.44
1280, 0.39
1281, 0.24
1282, 0.78
1283, 0.33
1284, 0.19
1285, 0.35
1286, 0.23
1287, 0.44
1288, 0.32
1289, 0.19
1290, 0.64
1291, 0.35
1292, 0.42
1293, 0.82
1294, 0.22
1295, 0.47
1296, 0.23
1297, 0.40
1298, 0.27
1299, 0.21
1300, 0.22
1301, 0.38
1302, 0.08
1303, 0.38
1304, 0.20
1305, 0.37
1306, 0.29
1307, 0.09
1308, 0.46
1309, 0.29
1310, 0.30
1311, 0.37
1312, 0.56
1313, 0.40
1314, 0.37
1315, 0.31
1316, 0.34
1317, 0.49
1318, 0.36
1319, 0.33
1320, 0.10
1321, 0.53
1322, 0.25
1323, 0.24
1324, 0.47
1325, 0.46
1326, 0.20
1327, 0.20
1328, 0.66
1329, 0.37
1330, 0.34
1331, 0.12
1332, 0.46
1333, 0.43
1334, 0.21
1335, 0.21
1336, 0.59
1337, 0.35
1338, 0.29
1339, 0.23
1340, 0.59
1341, 0.48
1342, 0.46
1343, 0.32
1344, 0.28
1345, 0.34
1346, 0.39
1347, 0.41
1348, 0.21
1349, 0.24
1350, 0.71
1351, 0.48
1352, 0.28
1353, 0.58
1354, 0.31
1355, 0.28
1356, 0.45
1357, 0.38
1358, 0.51
1359, 0.27
1360, 0.55
1361, 0.26
1362, 0.48
1363, 0.58
1364, 0.55
1365, 0.22
1366, 0.35
1367, 0.37
1368, 0.33
1369, 0.58
1370, 0.51
1371, 0.30
1372, 0.36
1373, 0.30
1374, 0.31
1375, 0.25
1376, 0.26
1377, 0.28
1378, 0.45
1379, 0.30
1380, 0.34
1381, 0.38
1382, 0.37
1383, 0.32
1384, 0.24
1385, 0.28
1386, 0.34
1387, 0.69
1388, 0.30
1389, 0.28
1390, 0.48
1391, 0.47
1392, 0.19
1393, 0.38
1394, 0.30
1395, 0.22
1396, 0.49
1397, 0.36
1398, 0.23
1399, 0.62
1400, 0.20
1401, 0.29
1402, 0.20
1403, 0.23
1404, 0.63
1405, 0.29
1406, 0.38
1407, 0.29
1408, 0.54
1409, 0.49
1410, 0.34
1411, 0.26
1412, 0.45
1413, 0.30
1414, 0.32
1415, 0.21
1416, 0.39
1417, 0.37
1418, 0.20
1419, 0.79
1420, 0.26
1421, 0.45
1422, 0.29
1423, 0.39
1424, 0.38
1425, 0.21
1426, 0.19
1427, 0.20
1428, 0.58
1429, 0.20
1430, 0.34
1431, 0.31
1432, 0.53
1433, 0.32
1434, 0.38
1435, 0.50
1436, 0.27
1437, 0.27
1438, 0.24
1439, 0.19
1440, 0.49
1441, 0.47
1442, 0.41
1443, 0.40
1444, 0.23
1445, 0.34
1446, 0.54
1447, 0.38
1448, 0.22
1449, 0.24
1450, 0.36
1451, 0.24
1452, 0.57
1453, 0.19
1454, 0.21
1455, 0.22
1456, 0.21
1457, 0.30
1458, 0.46
1459, 0.33
1460, 0.40
1461, 0.31
1462, 0.20
1463, 0.21
1464, 0.21
1465, 0.24
1466, 0.27
1467, 0.38
1468, 0.35
1469, 0.35
1470, 0.23
1471, 0.29
1472, 0.28
1473, 0.22
1474, 0.20
1475, 0.21
1476, 0.31
1477, 0.38
1478, 0.22
1479, 0.24
1480, 0.23
1481, 0.31
1482, 0.35
1483, 0.46
1484, 0.28
1485, 0.28
1486, 0.65
1487, 0.24
1488, 0.30
1489, 0.20
1490, 0.30
1491, 0.39
1492, 0.55
1493, 0.74
1494, 0.63
1495, 0.37
1496, 0.29
1497, 0.22
1498, 0.41
1499, 0.22
1500, 0.20
1501, 0.21
1502, 0.45
1503, 0.48
1504, 0.60
1505, 0.49
1506, 0.21
1507, 0.68
1508, 0.73
1509, 0.29
1510, 0.41
1511, 0.58
1512, 0.08
1513, 0.49
1514, 0.29
1515, 0.24
1516, 0.35
1517, 0.52
1518, 0.61
1519, 0.31
1520, 0.28
1521, 0.38
1522, 0.31
1523, 0.22
1524, 0.29
1525, 0.21
1526, 0.34
1527, 0.41
1528, 0.08
1529, 0.30
1530, 0.40
1531, 0.47
1532, 0.24
1533, 0.35
1534, 0.51
1535, 0.22
1536, 0.64
1537, 0.57
1538, 0.27
1539, 0.25
1540, 0.28
1541, 0.31
1542, 0.29
1543, 0.26
1544, 0.45
1545, 0.08
1546, 0.24
1547, 0.46
1548, 0.44
1549, 0.28
1550, 0.27
1551, 0.40
1552, 0.41
1553, 0.43
1554, 0.36
1555, 0.51
1556, 0.53
1557, 0.31
1558, 0.51
1559, 0.29
1560, 0.21
1561, 0.22
1562, 0.22
1563, 0.34
1564, 0.19
1565, 0.35
1566, 0.24
1567, 0.44
1568, 0.31
1569, 0.19
1570, 0.40
1571, 0.23
1572, 0.27
1573, 0.40
1574, 0.76
1575, 0.25
1576, 0.59
1577, 0.22
1578, 0.30
1579, 0.48
1580, 0.22
1581, 0.22
1582, 0.47
1583, 0.33
1584, 0.22
1585, 0.42
1586, 0.30
1587, 0.28
1588, 0.25
1589, 0.23
1590, 0.35
1591, 0.47
1592, 0.32
1593, 0.23
1594, 0.20
1595, 0.21
1596, 0.51
1597, 0.32
1598, 0.20
1599, 0.24
1600, 0.48
1601, 0.49
1602, 0.39
1603, 0.22
1604, 0.76
1605, 0.26
1606, 0.51
1607, 0.29
1608, 0.35
1609, 0.24
1610, 0.41
1611, 0.36
1612, 0.24
1613, 0.36
1614, 0.33
1615, 0.42
1616, 0.28
1617, 0.50
1618, 0.22
1619, 0.20
1620, 0.28
1621, 0.47
1622, 0.46
1623, 0.30
1624, 0.35
1625, 0.52
1626, 0.30
1627, 0.44
1628, 0.19
1629, 0.59
1630, 0.43
1631, 0.22
1632, 0.35
1633, 0.43
1634, 0.36
1635, 0.64
1636, 0.60
1637, 0.39
1638, 0.41
1639, 0.22
1640, 0.26
1641, 0.10
1642, 0.30
1643, 0.78
1644, 0.27
1645, 0.25
1646, 0.64
1647, 0.46
1648, 0.34
1649, 0.50
1650, 0.22
1651, 0.50
1652, 0.37
1653, 0.75
1654, 0.41
1655, 0.27
1656, 0.26
1657, 0.59
1658, 0.33
1659, 0.35
1660, 0.23
1661, 0.72
1662, 0.37
1663, 0.46
1664, 0.52
1665, 0.62
1666, 0.40
1667, 0.36
1668, 0.37
1669, 0.49
1670, 0.40
1671, 0.27
1672, 0.62
1673, 0.21
1674, 0.24
1675, 0.27
1676, 0.27
1677, 0.62
1678, 0.36
1679, 0.27
1680, 0.66
1681, 0.38
1682, 0.44
1683, 0.35
1684, 0.31
1685, 0.49
1686, 0.75
1687, 0.50
1688, 0.80
1689, 0.09
1690, 0.62
1691, 0.38
1692, 0.24
1693, 0.46
1694, 0.26
1695, 0.20
1696, 0.70
1697, 0.48
1698, 0.34
1699, 0.24
1700, 0.35
1701, 0.41
1702, 0.33
1703, 0.60
1704, 0.31
1705, 0.24
1706, 0.46
1707, 0.27
1708, 0.31
1709, 0.39
1710, 0.44
1711, 0.55
1712, 0.38
1713, 0.22
1714, 0.19
1715, 0.23
1716, 0.24
1717, 0.37
1718, 0.28
1719, 0.25
1720, 0.38
1721, 0.22
1722, 0.27
1723, 0.20
1724, 0.36
1725, 0.21
1726, 0.31
1727, 0.53
1728, 0.49
1729, 0.33
1730, 0.28
1731, 0.45
1732, 0.34
1733, 0.33
1734, 0.26
1735, 0.38
1736, 0.34
1737, 0.54
1738, 0.28
1739, 0.54
1740, 0.38
1741, 0.08
1742, 0.60
1743, 0.27
1744, 0.39
1745, 0.40
1746, 0.60
1747, 0.22
1748, 0.42
1749, 0.47
1750, 0.49
1751, 0.30
1752, 0.20
1753, 0.35
1754, 0.40
1755, 0.26
1756, 0.33
1757, 0.43
1758, 0.63
1759, 0.41
1760, 0.22
1761, 0.32
1762, 0.33
1763, 0.36
1764, 0.28
1765, 0.44
1766, 0.53
1767, 0.56
1768, 0.52
1769, 0.64
1770, 0.55
1771, 0.60
1772, 0.30
1773, 0.50
1774, 0.10
1775, 0.29
1776, 0.21
1777, 0.31
1778, 0.46
1779, 0.20
1780, 0.23
1781, 0.60
1782, 0.33
1783, 0.20
1784, 0.23
1785, 0.49
1786, 0.20
1787, 0.33
1788, 0.18
1789, 0.25
1790, 0.19
1791, 0.22
1792, 0.40
1793, 0.27
1794, 0.52
1795, 0.44
1796, 0.43
1797, 0.49
1798, 0.27
1799, 0.20
1800, 0.75
1801, 0.32
1802, 0.29
1803, 0.44
1804, 0.45
1805, 0.51
1806, 0.35
1807, 0.44
1808, 0.23
1809, 0.29
1810, 0.32
1811, 0.26
1812, 0.51
1813, 0.38
1814, 0.20
1815, 0.26
1816, 0.17
1817, 0.50
1818, 0.21
1819, 0.50
1820, 0.40
1821, 0.33
1822, 0.19
1823, 0.62
1824, 0.17
1825, 0.22
1826, 0.61
1827, 0.27
1828, 0.26
1829, 0.35
1830, 0.20
1831, 0.29
1832, 0.34
1833, 0.17
1834, 0.20
1835, 0.36
1836, 0.30
1837, 0.22
1838, 0.26
1839, 0.22
1840, 0.30
1841, 0.43
1842, 0.08
1843, 0.27
1844, 0.51
1845, 0.23
1846, 0.51
1847, 0.35
1848, 0.20
1849, 0.20
1850, 0.29
1851, 0.34
1852, 0.40
1853, 0.39
1854, 0.20
1855, 0.19
1856, 0.29
1857, 0.21
1858, 0.29
1859, 0.27
1860, 0.34
1861, 0.49
1862, 0.49
1863, 0.20
1864, 0.28
1865, 0.42
1866, 0.28
1867, 0.33
1868, 0.35
1869, 0.33
1870, 0.33
1871, 0.25
1872, 0.57
