ID,Prob1
268, 0.00
269, 0.33
270, 0.33
271, 0.33
272, 0.33
273, 1.00
274, 0.67
275, 0.00
276, 0.33
277, 0.33
278, 0.67
279, 0.00
280, 0.33
281, 0.00
282, 0.00
283, 0.33
284, 0.67
285, 0.33
286, 0.33
287, 1.00
288, 0.67
289, 0.67
290, 0.67
291, 0.00
292, 0.33
293, 1.00
294, 0.67
295, 1.00
296, 0.67
297, 0.33
298, 1.00
299, 0.67
300, 0.00
301, 0.33
302, 0.33
303, 0.33
304, 1.00
305, 0.67
306, 0.00
307, 0.67
308, 0.00
309, 0.33
310, 1.00
311, 0.00
312, 0.33
313, 0.67
314, 0.67
315, 0.00
316, 0.00
317, 0.00
318, 0.33
319, 0.33
320, 0.33
321, 0.67
322, 0.67
323, 0.00
324, 0.33
325, 0.00
326, 0.33
327, 0.33
328, 0.00
329, 1.00
330, 0.33
331, 0.33
332, 0.33
333, 0.33
334, 0.67
335, 0.33
336, 0.33
337, 0.00
338, 0.33
339, 0.33
340, 0.33
341, 0.33
342, 1.00
343, 0.67
344, 0.33
345, 0.00
346, 0.33
347, 0.33
348, 0.00
349, 0.33
350, 0.67
351, 0.67
352, 0.33
353, 0.00
354, 0.33
355, 0.67
356, 0.00
357, 0.33
358, 0.33
359, 0.33
360, 0.67
361, 0.33
362, 1.00
363, 0.33
364, 0.67
365, 0.67
366, 0.67
367, 0.67
368, 0.00
369, 1.00
370, 0.00
371, 0.33
372, 0.33
373, 0.00
374, 0.00
375, 0.33
376, 0.33
377, 0.33
378, 0.67
379, 0.67
380, 0.67
381, 0.00
382, 0.00
383, 0.00
384, 0.67
385, 0.00
386, 0.33
387, 0.67
388, 0.00
389, 0.33
390, 0.00
391, 0.33
392, 0.33
393, 0.33
394, 0.33
395, 1.00
396, 0.33
397, 0.00
398, 0.00
399, 0.33
400, 0.33
401, 0.00
402, 0.67
403, 0.33
404, 0.67
405, 1.00
406, 1.00
407, 0.00
408, 0.33
409, 0.33
410, 0.00
411, 0.33
412, 0.67
413, 0.33
414, 0.67
415, 0.67
416, 0.00
417, 0.67
418, 0.67
419, 0.33
420, 0.33
421, 0.33
422, 0.33
423, 0.67
424, 1.00
425, 0.33
426, 0.33
427, 0.33
428, 0.00
429, 0.33
430, 0.33
431, 0.67
432, 0.33
433, 0.33
434, 0.33
435, 0.00
436, 0.00
437, 0.67
438, 0.33
439, 0.33
440, 0.67
441, 0.00
442, 0.67
443, 0.33
444, 1.00
445, 0.00
446, 1.00
447, 0.33
448, 0.67
449, 0.67
450, 0.33
451, 0.00
452, 0.00
453, 0.33
454, 0.33
455, 0.33
456, 0.00
457, 0.67
458, 0.00
459, 0.00
460, 0.00
461, 0.00
462, 0.67
463, 1.00
464, 0.00
465, 0.33
466, 0.33
467, 0.33
468, 0.33
469, 0.00
470, 0.67
471, 0.33
472, 0.33
473, 0.00
474, 0.33
475, 0.33
476, 0.33
477, 0.33
478, 0.00
479, 0.33
480, 0.33
481, 0.33
482, 0.00
483, 0.00
484, 0.33
485, 0.00
486, 0.00
487, 0.33
488, 0.67
489, 0.00
490, 0.33
491, 0.33
492, 0.33
493, 0.33
494, 0.33
495, 0.33
496, 0.67
497, 0.67
498, 0.00
499, 0.33
500, 1.00
501, 0.00
502, 0.00
503, 0.67
504, 0.00
505, 1.00
506, 0.00
507, 0.33
508, 0.67
509, 0.33
510, 0.00
511, 0.00
512, 0.33
513, 0.00
514, 0.67
515, 0.33
516, 0.33
517, 0.00
518, 0.33
519, 0.67
520, 0.00
521, 1.00
522, 0.67
523, 0.00
524, 0.67
525, 0.33
526, 0.33
527, 0.00
528, 0.00
529, 1.00
530, 0.33
531, 0.00
532, 0.00
533, 0.33
534, 0.33
535, 0.00
536, 0.33
537, 0.33
538, 0.00
539, 0.33
540, 0.33
541, 0.00
542, 0.00
543, 0.33
544, 0.33
545, 0.33
546, 0.67
547, 0.00
548, 0.33
549, 0.33
550, 0.00
551, 0.33
552, 0.33
553, 0.33
554, 0.33
555, 0.33
556, 0.33
557, 0.33
558, 0.33
559, 0.33
560, 0.67
561, 0.33
562, 0.00
563, 0.00
564, 0.67
565, 0.00
566, 0.33
567, 0.33
568, 1.00
569, 1.00
570, 0.67
571, 0.00
572, 0.00
573, 0.33
574, 0.00
575, 0.00
576, 0.33
577, 0.67
578, 0.67
579, 0.00
580, 0.00
581, 0.67
582, 1.00
583, 0.00
584, 0.33
585, 1.00
586, 0.33
587, 0.33
588, 1.00
589, 0.33
590, 0.67
591, 0.33
592, 0.33
593, 0.67
594, 0.33
595, 0.00
596, 0.33
597, 0.67
598, 0.67
599, 0.33
600, 0.00
601, 0.00
602, 1.00
603, 0.33
604, 0.00
605, 0.67
606, 0.00
607, 0.00
608, 0.33
609, 0.67
610, 0.67
611, 0.33
612, 0.00
613, 0.33
614, 0.67
615, 0.00
616, 0.00
617, 0.33
618, 0.33
619, 0.33
620, 0.33
621, 0.33
622, 0.33
623, 0.67
624, 0.33
625, 0.67
626, 0.33
627, 0.33
628, 0.33
629, 0.33
630, 0.33
631, 1.00
632, 0.00
633, 0.33
634, 0.00
635, 0.33
636, 0.33
637, 0.67
638, 0.00
639, 0.67
640, 0.33
641, 0.33
642, 0.67
643, 0.00
644, 0.33
645, 0.67
646, 0.33
647, 0.33
648, 0.33
649, 0.33
650, 0.00
651, 0.00
652, 0.33
653, 0.00
654, 1.00
655, 0.33
656, 0.33
657, 0.33
658, 0.33
659, 0.33
660, 0.33
661, 0.33
662, 0.33
663, 0.67
664, 0.00
665, 0.67
666, 1.00
667, 0.33
668, 0.00
669, 0.33
670, 0.33
671, 0.67
672, 0.67
673, 0.33
674, 0.33
675, 0.00
676, 0.00
677, 0.67
678, 0.67
679, 0.33
680, 0.67
681, 0.00
682, 0.67
683, 0.67
684, 0.67
685, 0.67
686, 0.00
687, 0.00
688, 0.00
689, 0.00
690, 0.33
691, 0.00
692, 0.33
693, 0.67
694, 0.67
695, 1.00
696, 0.33
697, 0.33
698, 0.33
699, 0.33
700, 0.33
701, 0.33
702, 0.00
703, 0.67
704, 1.00
705, 0.00
706, 0.00
707, 0.33
708, 0.00
709, 0.67
710, 0.33
711, 1.00
712, 0.33
713, 0.00
714, 0.00
715, 0.33
716, 0.00
717, 0.00
718, 0.67
719, 0.00
720, 0.00
721, 0.00
722, 0.00
723, 1.00
724, 0.33
725, 0.67
726, 1.00
727, 0.33
728, 0.33
729, 0.00
730, 0.00
731, 1.00
732, 0.33
733, 0.67
734, 0.00
735, 0.33
736, 0.33
737, 0.67
738, 0.00
739, 0.33
740, 0.67
741, 0.33
742, 1.00
743, 0.67
744, 0.33
745, 0.33
746, 1.00
747, 1.00
748, 0.33
749, 0.00
750, 0.33
751, 0.00
752, 0.67
753, 0.33
754, 0.00
755, 0.33
756, 0.67
757, 0.00
758, 0.33
759, 0.33
760, 0.67
761, 0.33
762, 0.33
763, 0.33
764, 0.33
765, 0.33
766, 0.67
767, 0.33
768, 0.00
769, 0.33
770, 1.00
771, 0.33
772, 0.00
773, 0.00
774, 0.33
775, 1.00
776, 0.33
777, 0.33
778, 0.00
779, 0.33
780, 0.67
781, 0.33
782, 0.67
783, 0.67
784, 0.33
785, 0.67
786, 0.00
787, 0.33
788, 0.33
789, 0.33
790, 0.33
791, 0.67
792, 0.33
793, 0.33
794, 0.33
795, 0.33
796, 0.00
797, 0.00
798, 0.00
799, 0.00
800, 0.33
801, 0.00
802, 0.33
803, 0.33
804, 0.67
805, 0.33
806, 0.00
807, 0.33
808, 0.00
809, 0.33
810, 0.33
811, 0.33
812, 0.00
813, 0.00
814, 0.33
815, 0.67
816, 0.33
817, 0.67
818, 0.33
819, 0.67
820, 0.33
821, 0.33
822, 0.00
823, 0.00
824, 0.33
825, 1.00
826, 0.00
827, 0.00
828, 0.33
829, 0.67
830, 0.00
831, 0.00
832, 0.33
833, 0.00
834, 0.67
835, 0.00
836, 0.33
837, 0.67
838, 0.33
839, 0.33
840, 0.33
841, 0.67
842, 1.00
843, 0.67
844, 0.67
845, 0.00
846, 0.00
847, 0.33
848, 0.33
849, 0.33
850, 0.67
851, 0.00
852, 0.00
853, 0.33
854, 0.67
855, 0.33
856, 0.00
857, 0.67
858, 0.33
859, 0.33
860, 1.00
861, 0.00
862, 0.00
863, 0.00
864, 1.00
865, 0.00
866, 0.33
867, 0.33
868, 0.33
869, 0.00
870, 0.33
871, 0.00
872, 0.67
873, 0.33
874, 0.33
875, 0.33
876, 1.00
877, 0.00
878, 1.00
879, 0.33
880, 0.33
881, 0.33
882, 0.33
883, 0.67
884, 0.67
885, 0.33
886, 0.33
887, 0.00
888, 0.33
889, 0.33
890, 0.67
891, 0.00
892, 1.00
893, 0.67
894, 0.33
895, 0.33
896, 0.33
897, 0.33
898, 0.00
899, 0.33
900, 0.00
901, 0.33
902, 0.00
903, 0.33
904, 0.00
905, 0.33
906, 0.33
907, 0.33
908, 0.67
909, 0.33
910, 0.67
911, 0.00
912, 0.00
913, 0.00
914, 0.33
915, 0.00
916, 0.00
917, 0.33
918, 0.00
919, 0.33
920, 0.33
921, 0.67
922, 0.33
923, 0.67
924, 0.33
925, 0.33
926, 0.67
927, 0.00
928, 0.33
929, 0.33
930, 0.00
931, 0.67
932, 0.00
933, 0.33
934, 0.67
935, 0.67
936, 0.33
937, 0.33
938, 0.00
939, 0.67
940, 1.00
941, 1.00
942, 0.00
943, 0.33
944, 0.00
945, 1.00
946, 0.33
947, 1.00
948, 0.00
949, 0.33
950, 0.67
951, 0.00
952, 0.67
953, 0.33
954, 0.33
955, 0.33
956, 0.00
957, 0.33
958, 0.33
959, 0.67
960, 0.00
961, 0.00
962, 0.33
963, 0.33
964, 0.33
965, 0.00
966, 0.33
967, 0.67
968, 0.00
969, 0.67
970, 0.00
971, 0.33
972, 0.67
973, 0.00
974, 0.00
975, 0.33
976, 0.33
977, 0.33
978, 0.33
979, 0.00
980, 0.33
981, 0.67
982, 0.67
983, 0.33
984, 0.33
985, 0.00
986, 0.67
987, 0.33
988, 0.67
989, 0.33
990, 0.67
991, 0.00
992, 0.33
993, 0.33
994, 0.33
995, 0.67
996, 0.00
997, 0.33
998, 0.33
999, 0.00
1000, 0.67
1001, 0.67
1002, 0.00
1003, 0.33
1004, 0.33
1005, 0.67
1006, 0.00
1007, 0.00
1008, 0.33
1009, 0.33
1010, 0.33
1011, 0.00
1012, 0.33
1013, 0.00
1014, 0.33
1015, 0.00
1016, 0.33
1017, 1.00
1018, 0.67
1019, 0.33
1020, 0.00
1021, 0.67
1022, 0.33
1023, 0.00
1024, 0.33
1025, 0.00
1026, 0.33
1027, 0.00
1028, 0.67
1029, 0.67
1030, 0.00
1031, 0.67
1032, 0.33
1033, 0.00
1034, 0.67
1035, 0.00
1036, 0.33
1037, 0.67
1038, 0.33
1039, 0.67
1040, 0.67
1041, 0.33
1042, 0.67
1043, 0.67
1044, 0.33
1045, 0.67
1046, 0.33
1047, 0.33
1048, 0.00
1049, 0.67
1050, 0.33
1051, 0.00
1052, 0.33
1053, 0.33
1054, 0.67
1055, 0.00
1056, 0.00
1057, 0.67
1058, 0.00
1059, 0.67
1060, 0.33
1061, 0.00
1062, 0.67
1063, 0.33
1064, 0.33
1065, 0.00
1066, 0.33
1067, 0.33
1068, 0.00
1069, 0.00
1070, 0.67
1071, 1.00
1072, 1.00
1073, 0.33
1074, 0.33
1075, 0.67
1076, 0.33
1077, 0.33
1078, 0.33
1079, 0.00
1080, 0.00
1081, 0.33
1082, 0.67
1083, 0.33
1084, 1.00
1085, 0.00
1086, 0.33
1087, 0.00
1088, 0.67
1089, 0.33
1090, 0.33
1091, 0.67
1092, 0.33
1093, 0.67
1094, 1.00
1095, 0.33
1096, 0.67
1097, 1.00
1098, 0.33
1099, 0.67
1100, 0.33
1101, 0.33
1102, 0.33
1103, 0.00
1104, 0.00
1105, 1.00
1106, 0.33
1107, 0.67
1108, 1.00
1109, 0.00
1110, 0.67
1111, 0.00
1112, 0.33
1113, 0.33
1114, 0.67
1115, 0.33
1116, 0.67
1117, 0.33
1118, 0.33
1119, 0.33
1120, 0.67
1121, 0.67
1122, 0.00
1123, 0.33
1124, 0.33
1125, 0.67
1126, 0.67
1127, 0.00
1128, 1.00
1129, 0.67
1130, 1.00
1131, 0.33
1132, 0.00
1133, 0.00
1134, 1.00
1135, 0.33
1136, 0.67
1137, 1.00
1138, 0.33
1139, 0.67
1140, 0.67
1141, 0.00
1142, 0.67
1143, 0.67
1144, 0.33
1145, 0.67
1146, 0.33
1147, 0.33
1148, 0.00
1149, 0.33
1150, 0.33
1151, 0.33
1152, 1.00
1153, 0.00
1154, 0.33
1155, 0.00
1156, 0.00
1157, 0.67
1158, 0.00
1159, 0.67
1160, 0.67
1161, 0.33
1162, 0.33
1163, 0.67
1164, 0.33
1165, 0.33
1166, 1.00
1167, 0.00
1168, 0.33
1169, 0.67
1170, 0.00
1171, 1.00
1172, 0.33
1173, 0.00
1174, 0.33
1175, 0.00
1176, 0.33
1177, 0.33
1178, 0.33
1179, 1.00
1180, 0.67
1181, 0.33
1182, 0.67
1183, 0.67
1184, 0.33
1185, 0.33
1186, 0.33
1187, 0.67
1188, 1.00
1189, 0.00
1190, 0.67
1191, 0.33
1192, 1.00
1193, 0.33
1194, 0.33
1195, 0.33
1196, 0.00
1197, 1.00
1198, 0.33
1199, 1.00
1200, 0.33
1201, 0.33
1202, 0.00
1203, 0.33
1204, 0.67
1205, 0.67
1206, 0.33
1207, 1.00
1208, 0.00
1209, 0.33
1210, 0.33
1211, 0.33
1212, 0.33
1213, 0.33
1214, 0.33
1215, 0.67
1216, 0.33
1217, 0.33
1218, 0.67
1219, 0.67
1220, 0.00
1221, 0.33
1222, 0.00
1223, 0.00
1224, 0.67
1225, 1.00
1226, 0.33
1227, 0.67
1228, 0.33
1229, 0.67
1230, 0.00
1231, 1.00
1232, 0.67
1233, 0.67
1234, 1.00
1235, 0.33
1236, 0.00
1237, 0.67
1238, 0.33
1239, 1.00
1240, 0.33
1241, 1.00
1242, 0.67
1243, 0.00
1244, 0.67
1245, 0.00
1246, 0.33
1247, 0.00
1248, 0.67
1249, 0.33
1250, 1.00
1251, 0.33
1252, 0.33
1253, 0.00
1254, 0.00
1255, 0.67
1256, 0.33
1257, 0.67
1258, 0.67
1259, 0.67
1260, 0.33
1261, 1.00
1262, 0.00
1263, 0.67
1264, 0.00
1265, 0.00
1266, 0.33
1267, 0.33
1268, 1.00
1269, 0.33
1270, 0.33
1271, 0.33
1272, 0.33
1273, 0.67
1274, 0.00
1275, 0.33
1276, 0.67
1277, 0.00
1278, 1.00
1279, 0.33
1280, 0.67
1281, 0.00
1282, 0.33
1283, 0.33
1284, 0.33
1285, 0.33
1286, 0.00
1287, 0.33
1288, 0.33
1289, 0.33
1290, 0.33
1291, 0.33
1292, 0.67
1293, 0.00
1294, 0.00
1295, 0.67
1296, 0.67
1297, 0.67
1298, 0.67
1299, 0.67
1300, 0.33
1301, 1.00
1302, 0.33
1303, 0.00
1304, 0.33
1305, 0.33
1306, 0.33
1307, 0.33
1308, 0.67
1309, 0.33
1310, 0.33
1311, 0.67
1312, 0.33
1313, 0.67
1314, 0.00
1315, 0.67
1316, 0.00
1317, 0.33
1318, 0.33
1319, 0.67
1320, 0.67
1321, 0.67
1322, 0.33
1323, 0.67
1324, 0.00
1325, 0.33
1326, 0.33
1327, 0.33
1328, 0.67
1329, 0.33
1330, 0.33
1331, 0.67
1332, 0.33
1333, 0.33
1334, 0.33
1335, 0.67
1336, 0.67
1337, 0.00
1338, 0.67
1339, 0.67
1340, 0.67
1341, 0.00
1342, 0.67
1343, 0.33
1344, 0.33
1345, 0.33
1346, 0.67
1347, 0.67
1348, 0.00
1349, 0.67
1350, 1.00
1351, 0.33
1352, 0.33
1353, 1.00
1354, 0.33
1355, 0.00
1356, 0.33
1357, 0.67
1358, 0.33
1359, 0.33
1360, 0.67
1361, 0.33
1362, 0.33
1363, 1.00
1364, 0.67
1365, 0.33
1366, 0.33
1367, 0.00
1368, 0.00
1369, 0.67
1370, 0.33
1371, 0.00
1372, 0.67
1373, 0.33
1374, 0.67
1375, 0.67
1376, 0.67
1377, 0.33
1378, 0.67
1379, 0.33
1380, 0.00
1381, 1.00
1382, 0.33
1383, 0.67
1384, 0.33
1385, 0.33
1386, 0.33
1387, 0.67
1388, 0.67
1389, 0.33
1390, 0.33
1391, 0.33
1392, 0.33
1393, 0.33
1394, 0.00
1395, 0.33
1396, 0.67
1397, 0.67
1398, 0.33
1399, 0.00
1400, 0.00
1401, 0.00
1402, 0.00
1403, 0.67
1404, 0.33
1405, 0.33
1406, 0.67
1407, 0.00
1408, 0.33
1409, 0.00
1410, 0.33
1411, 0.00
1412, 0.33
1413, 0.67
1414, 0.67
1415, 0.67
1416, 0.67
1417, 0.00
1418, 0.00
1419, 0.33
1420, 0.33
1421, 0.33
1422, 0.67
1423, 0.33
1424, 0.33
1425, 0.67
1426, 0.33
1427, 0.00
1428, 1.00
1429, 0.33
1430, 0.33
1431, 0.33
1432, 0.33
1433, 0.67
1434, 0.33
1435, 0.00
1436, 0.33
1437, 0.00
1438, 0.67
1439, 0.33
1440, 0.00
1441, 0.67
1442, 0.33
1443, 1.00
1444, 0.33
1445, 0.33
1446, 0.67
1447, 0.67
1448, 0.33
1449, 0.67
1450, 0.33
1451, 0.00
1452, 0.00
1453, 0.00
1454, 0.33
1455, 0.00
1456, 0.33
1457, 0.67
1458, 0.00
1459, 0.00
1460, 0.67
1461, 0.33
1462, 0.00
1463, 0.00
1464, 0.33
1465, 0.00
1466, 0.33
1467, 0.00
1468, 0.67
1469, 0.33
1470, 0.00
1471, 0.33
1472, 0.67
1473, 0.67
1474, 0.33
1475, 0.67
1476, 1.00
1477, 0.00
1478, 0.33
1479, 0.33
1480, 0.67
1481, 0.33
1482, 0.33
1483, 0.00
1484, 0.00
1485, 0.33
1486, 0.67
1487, 0.67
1488, 0.33
1489, 0.33
1490, 0.00
1491, 0.33
1492, 0.33
1493, 0.33
1494, 0.33
1495, 0.00
1496, 0.33
1497, 0.00
1498, 0.33
1499, 0.33
1500, 0.33
1501, 0.00
1502, 0.33
1503, 1.00
1504, 0.33
1505, 0.33
1506, 0.00
1507, 0.67
1508, 0.33
1509, 0.33
1510, 0.33
1511, 0.00
1512, 0.00
1513, 0.67
1514, 0.67
1515, 0.33
1516, 0.33
1517, 0.33
1518, 0.67
1519, 0.67
1520, 0.00
1521, 0.00
1522, 0.00
1523, 0.67
1524, 0.33
1525, 0.33
1526, 0.33
1527, 0.33
1528, 0.00
1529, 1.00
1530, 0.00
1531, 0.00
1532, 1.00
1533, 0.67
1534, 0.67
1535, 0.33
1536, 1.00
1537, 0.67
1538, 0.33
1539, 0.33
1540, 0.33
1541, 0.33
1542, 0.00
1543, 0.33
1544, 0.00
1545, 0.00
1546, 0.00
1547, 0.67
1548, 0.67
1549, 0.33
1550, 0.33
1551, 1.00
1552, 0.33
1553, 0.33
1554, 0.33
1555, 0.00
1556, 0.00
1557, 0.67
1558, 0.33
1559, 1.00
1560, 0.33
1561, 0.33
1562, 0.00
1563, 0.33
1564, 0.33
1565, 1.00
1566, 0.00
1567, 0.00
1568, 0.67
1569, 0.33
1570, 0.00
1571, 0.67
1572, 0.67
1573, 0.33
1574, 0.67
1575, 0.67
1576, 0.67
1577, 0.33
1578, 0.00
1579, 0.33
1580, 0.33
1581, 0.67
1582, 0.33
1583, 0.67
1584, 0.00
1585, 1.00
1586, 0.33
1587, 0.00
1588, 1.00
1589, 0.67
1590, 0.00
1591, 0.33
1592, 0.00
1593, 0.67
1594, 0.00
1595, 0.00
1596, 0.33
1597, 0.00
1598, 0.00
1599, 0.00
1600, 1.00
1601, 0.00
1602, 0.00
1603, 0.00
1604, 0.33
1605, 0.00
1606, 0.00
1607, 0.00
1608, 0.33
1609, 0.33
1610, 0.33
1611, 0.33
1612, 0.00
1613, 0.33
1614, 1.00
1615, 0.00
1616, 0.33
1617, 0.33
1618, 0.00
1619, 0.67
1620, 0.00
1621, 0.33
1622, 0.00
1623, 0.33
1624, 0.00
1625, 0.00
1626, 0.33
1627, 0.67
1628, 0.00
1629, 0.67
1630, 0.67
1631, 0.33
1632, 0.00
1633, 1.00
1634, 0.67
1635, 0.00
1636, 0.67
1637, 0.33
1638, 0.33
1639, 0.33
1640, 0.33
1641, 0.33
1642, 0.67
1643, 0.33
1644, 0.33
1645, 0.67
1646, 0.33
1647, 0.33
1648, 0.67
1649, 0.00
1650, 0.33
1651, 0.33
1652, 0.33
1653, 0.00
1654, 0.00
1655, 0.33
1656, 0.67
1657, 0.67
1658, 0.00
1659, 0.33
1660, 0.67
1661, 0.67
1662, 0.33
1663, 0.33
1664, 0.33
1665, 0.67
1666, 0.67
1667, 0.67
1668, 0.67
1669, 0.00
1670, 0.67
1671, 0.33
1672, 0.00
1673, 0.67
1674, 0.00
1675, 0.00
1676, 0.67
1677, 0.33
1678, 0.33
1679, 0.33
1680, 0.33
1681, 0.67
1682, 0.00
1683, 0.67
1684, 0.00
1685, 0.67
1686, 0.33
1687, 0.00
1688, 0.33
1689, 0.00
1690, 0.67
1691, 0.67
1692, 1.00
1693, 0.33
1694, 0.00
1695, 0.33
1696, 0.33
1697, 0.33
1698, 0.00
1699, 0.33
1700, 0.33
1701, 0.33
1702, 0.67
1703, 0.33
1704, 0.67
1705, 0.67
1706, 0.33
1707, 0.67
1708, 0.33
1709, 0.33
1710, 0.33
1711, 0.00
1712, 0.67
1713, 0.00
1714, 0.00
1715, 0.67
1716, 1.00
1717, 0.33
1718, 0.67
1719, 0.00
1720, 0.67
1721, 0.00
1722, 1.00
1723, 0.33
1724, 0.00
1725, 0.67
1726, 0.67
1727, 0.33
1728, 0.33
1729, 0.00
1730, 0.33
1731, 0.33
1732, 0.00
1733, 0.33
1734, 0.00
1735, 0.00
1736, 0.33
1737, 0.67
1738, 0.67
1739, 0.33
1740, 0.00
1741, 0.67
1742, 0.67
1743, 0.33
1744, 0.67
1745, 0.00
1746, 0.67
1747, 0.67
1748, 0.33
1749, 0.00
1750, 0.33
1751, 1.00
1752, 0.00
1753, 0.00
1754, 1.00
1755, 0.33
1756, 1.00
1757, 0.33
1758, 0.33
1759, 1.00
1760, 0.33
1761, 0.67
1762, 0.33
1763, 0.33
1764, 0.33
1765, 0.67
1766, 0.33
1767, 0.67
1768, 0.67
1769, 0.67
1770, 0.33
1771, 0.67
1772, 0.00
1773, 0.33
1774, 0.00
1775, 0.00
1776, 0.67
1777, 0.00
1778, 0.33
1779, 0.00
1780, 0.00
1781, 0.33
1782, 0.33
1783, 0.33
1784, 0.33
1785, 0.33
1786, 0.00
1787, 0.33
1788, 0.00
1789, 0.00
1790, 0.33
1791, 0.67
1792, 0.33
1793, 0.00
1794, 0.00
1795, 0.67
1796, 0.33
1797, 0.67
1798, 0.33
1799, 0.00
1800, 1.00
1801, 0.33
1802, 0.00
1803, 0.67
1804, 1.00
1805, 0.33
1806, 0.33
1807, 0.33
1808, 0.67
1809, 0.33
1810, 0.67
1811, 0.33
1812, 1.00
1813, 0.33
1814, 0.33
1815, 0.33
1816, 0.00
1817, 0.33
1818, 0.67
1819, 0.33
1820, 0.67
1821, 0.33
1822, 0.33
1823, 0.33
1824, 0.00
1825, 0.67
1826, 0.00
1827, 0.67
1828, 0.67
1829, 0.00
1830, 0.33
1831, 0.33
1832, 0.00
1833, 0.33
1834, 0.33
1835, 0.33
1836, 0.33
1837, 0.67
1838, 0.00
1839, 0.00
1840, 0.00
1841, 0.67
1842, 0.00
1843, 0.00
1844, 0.33
1845, 0.00
1846, 0.00
1847, 0.33
1848, 0.00
1849, 0.67
1850, 0.33
1851, 0.33
1852, 0.33
1853, 0.33
1854, 0.00
1855, 0.67
1856, 0.33
1857, 0.00
1858, 0.67
1859, 0.67
1860, 0.00
1861, 0.33
1862, 0.33
1863, 0.33
1864, 0.33
1865, 0.33
1866, 0.67
1867, 0.33
1868, 0.33
1869, 0.33
1870, 0.33
1871, 0.33
1872, 0.67
