ID,Prob1
1092, 0.52
1093, 0.39
1094, 0.32
1095, 0.26
1096, 0.75
1097, 0.20
1098, 0.19
1099, 0.24
1100, 0.41
1101, 0.28
1102, 0.30
1103, 0.22
1104, 0.59
1105, 0.47
1106, 0.26
1107, 0.30
1108, 0.28
1109, 0.44
1110, 0.24
1111, 0.30
1112, 0.15
1113, 0.24
1114, 0.56
1115, 0.21
1116, 0.55
1117, 0.19
1118, 0.42
1119, 0.21
1120, 0.33
1121, 0.23
1122, 0.13
1123, 0.28
1124, 0.27
1125, 0.69
1126, 0.20
1127, 0.26
1128, 0.33
1129, 0.35
1130, 0.47
1131, 0.40
1132, 0.21
1133, 0.25
1134, 0.32
1135, 0.44
1136, 0.24
1137, 0.64
1138, 0.30
1139, 0.25
1140, 0.38
1141, 0.49
1142, 0.41
1143, 0.50
1144, 0.09
1145, 0.25
1146, 0.30
1147, 0.44
1148, 0.30
1149, 0.29
1150, 0.65
1151, 0.41
1152, 0.26
1153, 0.21
1154, 0.57
1155, 0.41
1156, 0.47
1157, 0.42
1158, 0.17
1159, 0.26
1160, 0.31
1161, 0.42
1162, 0.30
1163, 0.32
1164, 0.25
1165, 0.26
1166, 0.50
1167, 0.26
1168, 0.42
1169, 0.23
1170, 0.25
1171, 0.46
1172, 0.68
1173, 0.37
1174, 0.20
1175, 0.42
1176, 0.48
1177, 0.20
1178, 0.23
1179, 0.20
1180, 0.65
1181, 0.21
1182, 0.20
1183, 0.78
1184, 0.40
1185, 0.20
1186, 0.21
1187, 0.26
1188, 0.42
1189, 0.22
1190, 0.32
1191, 0.20
1192, 0.32
1193, 0.24
1194, 0.36
1195, 0.34
1196, 0.27
1197, 0.48
1198, 0.39
1199, 0.37
1200, 0.27
1201, 0.60
1202, 0.28
1203, 0.25
1204, 0.46
1205, 0.14
1206, 0.24
1207, 0.36
1208, 0.24
1209, 0.30
1210, 0.20
1211, 0.39
1212, 0.25
1213, 0.23
1214, 0.33
1215, 0.36
1216, 0.32
1217, 0.20
1218, 0.25
1219, 0.24
1220, 0.26
1221, 0.24
1222, 0.26
1223, 0.34
1224, 0.25
1225, 0.30
1226, 0.23
1227, 0.55
1228, 0.52
1229, 0.39
1230, 0.20
1231, 0.68
1232, 0.13
1233, 0.26
1234, 0.34
1235, 0.21
1236, 0.28
1237, 0.47
1238, 0.31
1239, 0.65
1240, 0.22
1241, 0.43
1242, 0.77
1243, 0.42
1244, 0.28
1245, 0.25
1246, 0.19
1247, 0.35
1248, 0.37
1249, 0.63
1250, 0.48
1251, 0.63
1252, 0.12
1253, 0.11
1254, 0.49
1255, 0.30
1256, 0.32
1257, 0.25
1258, 0.47
1259, 0.39
1260, 0.31
1261, 0.76
1262, 0.51
1263, 0.60
1264, 0.23
1265, 0.20
1266, 0.23
1267, 0.47
1268, 0.78
1269, 0.21
1270, 0.43
1271, 0.43
1272, 0.51
1273, 0.28
1274, 0.36
1275, 0.40
1276, 0.40
1277, 0.38
1278, 0.60
1279, 0.47
1280, 0.38
1281, 0.26
1282, 0.79
1283, 0.33
1284, 0.19
1285, 0.32
1286, 0.22
1287, 0.50
1288, 0.31
1289, 0.19
1290, 0.68
1291, 0.35
1292, 0.43
1293, 0.77
1294, 0.23
1295, 0.45
1296, 0.26
1297, 0.40
1298, 0.29
1299, 0.20
1300, 0.24
1301, 0.36
1302, 0.09
1303, 0.37
1304, 0.20
1305, 0.35
1306, 0.27
1307, 0.11
1308, 0.46
1309, 0.29
1310, 0.28
1311, 0.32
1312, 0.56
1313, 0.39
1314, 0.37
1315, 0.35
1316, 0.34
1317, 0.49
1318, 0.30
1319, 0.38
1320, 0.12
1321, 0.52
1322, 0.18
1323, 0.24
1324, 0.46
1325, 0.49
1326, 0.19
1327, 0.20
1328, 0.69
1329, 0.38
1330, 0.28
1331, 0.12
1332, 0.51
1333, 0.43
1334, 0.21
1335, 0.21
1336, 0.56
1337, 0.32
1338, 0.23
1339, 0.24
1340, 0.56
1341, 0.49
1342, 0.51
1343, 0.30
1344, 0.34
1345, 0.32
1346, 0.41
1347, 0.39
1348, 0.21
1349, 0.24
1350, 0.70
1351, 0.48
1352, 0.28
1353, 0.52
1354, 0.36
1355, 0.29
1356, 0.48
1357, 0.43
1358, 0.50
1359, 0.27
1360, 0.56
1361, 0.22
1362, 0.45
1363, 0.60
1364, 0.56
1365, 0.19
1366, 0.33
1367, 0.38
1368, 0.36
1369, 0.56
1370, 0.49
1371, 0.26
1372, 0.41
1373, 0.29
1374, 0.29
1375, 0.24
1376, 0.27
1377, 0.27
1378, 0.41
1379, 0.29
1380, 0.30
1381, 0.37
1382, 0.33
1383, 0.35
1384, 0.27
1385, 0.29
1386, 0.35
1387, 0.66
1388, 0.29
1389, 0.27
1390, 0.48
1391, 0.47
1392, 0.20
1393, 0.37
1394, 0.29
1395, 0.23
1396, 0.48
1397, 0.36
1398, 0.24
1399, 0.64
1400, 0.20
1401, 0.29
1402, 0.21
1403, 0.24
1404, 0.60
1405, 0.32
1406, 0.36
1407, 0.29
1408, 0.55
1409, 0.48
1410, 0.36
1411, 0.23
1412, 0.45
1413, 0.28
1414, 0.32
1415, 0.20
1416, 0.47
1417, 0.40
1418, 0.20
1419, 0.77
1420, 0.27
1421, 0.48
1422, 0.25
1423, 0.40
1424, 0.42
1425, 0.21
1426, 0.20
1427, 0.20
1428, 0.65
1429, 0.20
1430, 0.36
1431, 0.30
1432, 0.51
1433, 0.35
1434, 0.37
1435, 0.51
1436, 0.27
1437, 0.29
1438, 0.25
1439, 0.19
1440, 0.48
1441, 0.49
1442, 0.38
1443, 0.38
1444, 0.23
1445, 0.32
1446, 0.54
1447, 0.36
1448, 0.23
1449, 0.26
1450, 0.35
1451, 0.26
1452, 0.56
1453, 0.20
1454, 0.20
1455, 0.24
1456, 0.21
1457, 0.29
1458, 0.53
1459, 0.33
1460, 0.40
1461, 0.30
1462, 0.20
1463, 0.20
1464, 0.21
1465, 0.24
1466, 0.28
1467, 0.39
1468, 0.32
1469, 0.31
1470, 0.25
1471, 0.25
1472, 0.26
1473, 0.21
1474, 0.20
1475, 0.21
1476, 0.28
1477, 0.38
1478, 0.23
1479, 0.23
1480, 0.21
1481, 0.23
1482, 0.33
1483, 0.47
1484, 0.28
1485, 0.29
1486, 0.66
1487, 0.28
1488, 0.28
1489, 0.20
1490, 0.32
1491, 0.37
1492, 0.55
1493, 0.72
1494, 0.65
1495, 0.38
1496, 0.27
1497, 0.22
1498, 0.37
1499, 0.20
1500, 0.17
1501, 0.22
1502, 0.48
1503, 0.52
1504, 0.61
1505, 0.48
1506, 0.20
1507, 0.66
1508, 0.77
1509, 0.29
1510, 0.39
1511, 0.57
1512, 0.08
1513, 0.50
1514, 0.31
1515, 0.23
1516, 0.34
1517, 0.61
1518, 0.61
1519, 0.34
1520, 0.27
1521, 0.35
1522, 0.30
1523, 0.22
1524, 0.31
1525, 0.20
1526, 0.35
1527, 0.41
1528, 0.08
1529, 0.28
1530, 0.42
1531, 0.51
1532, 0.22
1533, 0.40
1534, 0.56
1535, 0.19
1536, 0.64
1537, 0.50
1538, 0.28
1539, 0.23
1540, 0.27
1541, 0.31
1542, 0.25
1543, 0.26
1544, 0.45
1545, 0.08
1546, 0.24
1547, 0.44
1548, 0.43
1549, 0.30
1550, 0.31
1551, 0.37
1552, 0.41
1553, 0.46
1554, 0.39
1555, 0.52
1556, 0.52
1557, 0.32
1558, 0.48
1559, 0.27
1560, 0.21
1561, 0.20
1562, 0.20
1563, 0.36
1564, 0.19
1565, 0.36
1566, 0.26
1567, 0.43
1568, 0.40
1569, 0.19
1570, 0.41
1571, 0.24
1572, 0.29
1573, 0.40
1574, 0.74
1575, 0.25
1576, 0.56
1577, 0.21
1578, 0.28
1579, 0.47
1580, 0.23
1581, 0.22
1582, 0.47
1583, 0.36
1584, 0.20
1585, 0.41
1586, 0.29
1587, 0.30
1588, 0.26
1589, 0.22
1590, 0.35
1591, 0.48
1592, 0.32
1593, 0.25
1594, 0.20
1595, 0.23
1596, 0.52
1597, 0.32
1598, 0.20
1599, 0.23
1600, 0.47
1601, 0.48
1602, 0.38
1603, 0.22
1604, 0.72
1605, 0.24
1606, 0.49
1607, 0.32
1608, 0.30
1609, 0.20
1610, 0.42
1611, 0.44
1612, 0.24
1613, 0.37
1614, 0.29
1615, 0.45
1616, 0.29
1617, 0.50
1618, 0.21
1619, 0.21
1620, 0.29
1621, 0.48
1622, 0.48
1623, 0.29
1624, 0.32
1625, 0.53
1626, 0.29
1627, 0.40
1628, 0.21
1629, 0.62
1630, 0.49
1631, 0.24
1632, 0.40
1633, 0.48
1634, 0.28
1635, 0.63
1636, 0.53
1637, 0.38
1638, 0.40
1639, 0.24
1640, 0.32
1641, 0.10
1642, 0.31
1643, 0.77
1644, 0.27
1645, 0.21
1646, 0.61
1647, 0.48
1648, 0.32
1649, 0.49
1650, 0.19
1651, 0.51
1652, 0.33
1653, 0.74
1654, 0.45
1655, 0.27
1656, 0.28
1657, 0.62
1658, 0.33
1659, 0.39
1660, 0.25
1661, 0.72
1662, 0.38
1663, 0.46
1664, 0.54
1665, 0.62
1666, 0.39
1667, 0.34
1668, 0.33
1669, 0.46
1670, 0.38
1671, 0.25
1672, 0.60
1673, 0.22
1674, 0.24
1675, 0.29
1676, 0.27
1677, 0.60
1678, 0.40
1679, 0.29
1680, 0.66
1681, 0.34
1682, 0.45
1683, 0.30
1684, 0.31
1685, 0.54
1686, 0.74
1687, 0.47
1688, 0.79
1689, 0.08
1690, 0.65
1691, 0.41
1692, 0.25
1693, 0.45
1694, 0.26
1695, 0.21
1696, 0.65
1697, 0.52
1698, 0.33
1699, 0.23
1700, 0.35
1701, 0.44
1702, 0.30
1703, 0.65
1704, 0.26
1705, 0.26
1706, 0.49
1707, 0.27
1708, 0.32
1709, 0.34
1710, 0.45
1711, 0.54
1712, 0.36
1713, 0.21
1714, 0.19
1715, 0.23
1716, 0.25
1717, 0.37
1718, 0.30
1719, 0.24
1720, 0.36
1721, 0.21
1722, 0.27
1723, 0.20
1724, 0.37
1725, 0.21
1726, 0.32
1727, 0.52
1728, 0.49
1729, 0.30
1730, 0.29
1731, 0.46
1732, 0.28
1733, 0.34
1734, 0.24
1735, 0.39
1736, 0.37
1737, 0.53
1738, 0.29
1739, 0.56
1740, 0.37
1741, 0.10
1742, 0.58
1743, 0.27
1744, 0.40
1745, 0.39
1746, 0.59
1747, 0.23
1748, 0.43
1749, 0.49
1750, 0.50
1751, 0.27
1752, 0.20
1753, 0.36
1754, 0.36
1755, 0.30
1756, 0.33
1757, 0.42
1758, 0.63
1759, 0.40
1760, 0.23
1761, 0.29
1762, 0.34
1763, 0.42
1764, 0.30
1765, 0.43
1766, 0.53
1767, 0.61
1768, 0.54
1769, 0.66
1770, 0.54
1771, 0.62
1772, 0.28
1773, 0.51
1774, 0.09
1775, 0.28
1776, 0.21
1777, 0.29
1778, 0.44
1779, 0.20
1780, 0.24
1781, 0.63
1782, 0.34
1783, 0.23
1784, 0.23
1785, 0.48
1786, 0.20
1787, 0.30
1788, 0.18
1789, 0.25
1790, 0.20
1791, 0.21
1792, 0.41
1793, 0.26
1794, 0.51
1795, 0.40
1796, 0.49
1797, 0.50
1798, 0.26
1799, 0.20
1800, 0.75
1801, 0.34
1802, 0.26
1803, 0.38
1804, 0.45
1805, 0.59
1806, 0.35
1807, 0.47
1808, 0.23
1809, 0.29
1810, 0.31
1811, 0.28
1812, 0.55
1813, 0.36
1814, 0.23
1815, 0.26
1816, 0.17
1817, 0.50
1818, 0.21
1819, 0.49
1820, 0.39
1821, 0.31
1822, 0.19
1823, 0.67
1824, 0.17
1825, 0.21
1826, 0.63
1827, 0.28
1828, 0.26
1829, 0.32
1830, 0.21
1831, 0.28
1832, 0.35
1833, 0.18
1834, 0.20
1835, 0.36
1836, 0.29
1837, 0.21
1838, 0.27
1839, 0.24
1840, 0.27
1841, 0.42
1842, 0.09
1843, 0.28
1844, 0.53
1845, 0.24
1846, 0.51
1847, 0.35
1848, 0.20
1849, 0.20
1850, 0.28
1851, 0.34
1852, 0.37
1853, 0.39
1854, 0.20
1855, 0.20
1856, 0.28
1857, 0.21
1858, 0.33
1859, 0.27
1860, 0.35
1861, 0.49
1862, 0.53
1863, 0.16
1864, 0.30
1865, 0.42
1866, 0.27
1867, 0.32
1868, 0.35
1869, 0.33
1870, 0.33
1871, 0.23
1872, 0.53
